"r",,"u",,"y",,"fs",
0.45004,-0.80466,-0.99985,1.8512,-0.2774,0.29643,,
-0.6201,0.32459,-1.3924,1.6039,-0.28347,0.30749,,
-2.1859,1.7106,-2.126,1.2847,-0.2885,0.31672,,
-2.5895,2.606,-2.2712,1.0867,-0.29252,0.3242,,
-1.1023,2.6754,-1.2543,0.8692,-0.29571,0.32992,,
1.1669,2.0923,0.60762,0.31217,-0.29834,0.33404,,
2.3226,1.3625,2.3661,-0.63396,-0.30031,0.33673,,
1.5468,0.99034,3.1068,-1.5346,-0.30163,0.33817,,
-0.2242,1.1529,2.5251,-1.8354,-0.30227,0.33846,,
-1.4225,1.5944,1.0828,-1.442,-0.30211,0.33759,,
-1.4351,1.8664,-0.2547,-0.84569,-0.30119,0.33564,,
-0.98296,1.7432,-0.61407,-0.60943,-0.29985,0.33276,,
-1.0868,1.4081,0.10996,-0.75126,-0.29847,0.32918,,
-1.8952,1.1856,1.0667,-0.74488,-0.29693,0.32507,,
-2.5776,1.0985,1.097,-0.1672,-0.2949,0.3203,,
-2.2087,0.78702,-0.16536,0.77339,-0.29196,0.31471,,
-0.63392,-0.047455,-1.8007,1.4615,-0.2873,0.30832,,
1.4257,-1.1651,-2.3993,1.6003,-0.28141,0.30168,,
2.9171,-1.8936,-1.4982,1.5465,-0.27626,0.29542,,
3.108,-1.7942,-0.13904,1.8332,-0.27201,0.28916,,
1.9935,-1.155,0.14814,2.4674,-0.26697,0.28258,,
0.34135,-0.69802,-1.0242,2.8767,-0.26062,0.27592,,
-0.71438,-0.78022,-2.3555,2.6156,-0.25308,0.26949,,
-0.46881,-1.0031,-2.1719,1.9737,-0.24537,0.26351,,
0.68292,-0.70853,-0.20916,1.6834,-0.23897,0.2581,,
1.4374,0.2095,2.0648,2.0286,-0.23299,0.25321,,
0.73809,1.1504,2.8787,2.4207,-0.22679,0.24899,,
-1.0955,1.5119,1.8975,2.0138,-0.22096,0.24556,,
-2.5184,1.4045,0.41016,0.70024,-0.21464,0.24303,,
-2.2621,1.4878,-0.19825,-0.66969,-0.20733,0.24147,,
-0.71572,2.111,0.12762,-1.1383,-0.20017,0.24083,,
0.37327,2.8223,0.29079,-0.62281,-0.19499,0.24097,,
-0.27605,2.8921,-0.52366,0.069877,-0.19067,0.24185,,
-2.0277,2.2453,-1.8484,0.18148,-0.18593,0.24342,,
-2.893,1.635,-2.4948,-0.21798,-0.18119,0.24566,,
-1.6047,1.7718,-1.9338,-0.43793,-0.17722,0.24849,,
1.0041,2.4157,-0.86077,-0.072697,-0.17416,0.25168,,
2.8188,2.5557,-0.37659,0.4913,-0.17136,0.25501,,
2.5785,1.5477,-0.77711,0.53036,-0.16921,0.25798,,
1.0244,-0.085992,-1.3092,-0.1894,-0.16771,0.26014,,
-0.10278,-1.1464,-1.1173,-1.1531,-0.16704,0.2614,,
0.0022033,-1.0066,-0.21899,-1.6573,-0.16738,0.26126,,
0.50587,-0.21301,0.58582,-1.4767,-0.16871,0.25883,,
0.12671,0.2078,0.64957,-0.9446,-0.17101,0.25435,,
-1.269,-0.10408,0.15109,-0.49195,-0.17406,0.24811,,
-2.5076,-0.55305,-0.20236,-0.25368,-0.17772,0.23937,,
-2.48,-0.41375,-0.0097773,-0.092384,-0.18202,0.22797,,
-1.3911,0.26011,0.46655,0.15227,-0.18698,0.21382,,
-0.47274,0.69527,0.71091,0.55789,-0.19243,0.19686,,
-0.57337,0.29177,0.55276,1.172,-0.19788,0.17741,,
-1.2801,-0.72055,0.25351,1.9833,-0.20243,0.15605,,
-1.5111,-1.563,0.087592,2.78,-0.20508,0.13436,,
-0.7934,-1.7109,0.02538,3.1684,-0.20596,0.11343,,
0.25758,-1.2968,-0.12087,2.8936,-0.20573,0.092488,,
0.70917,-0.78953,-0.35078,2.1279,-0.20395,0.071486,,
0.34741,-0.46788,-0.43371,1.3149,-0.20002,0.052138,,
-0.1945,-0.28288,-0.22594,0.66549,-0.19362,0.034966,,
-0.23877,-0.087236,0.090879,-0.073158,-0.18454,0.020574,,
0.21616,0.20017,0.18357,-1.2047,-0.17264,0.0095186,,
0.63301,0.65869,-0.051109,-2.4841,-0.15807,0.00193,,
0.62861,1.3917,-0.37063,-3.1427,-0.14111,-0.002076,,
0.34328,2.3302,-0.4795,-2.6568,-0.12247,-0.0027672,,
0.13205,3.085,-0.34227,-1.4303,-0.10304,-0.00087716,,
0.081119,3.1957,-0.12825,-0.5579,-0.083238,0.002393,,
-0.020856,2.6054,0.11533,-0.82813,-0.063273,0.0071576,,
-0.29223,1.7607,0.59827,-2.0031,-0.043582,0.014042,,
-0.52612,1.1077,1.474,-3.1604,-0.024652,0.022103,,
-0.44218,0.54904,2.4332,-3.6434,-0.0068601,0.029698,,
-0.08307,-0.40126,2.7512,-3.4745,0.0097044,0.036177,,
0.18169,-1.855,1.8827,-2.8929,0.025215,0.041543,,
0.071776,-3.1193,0.057262,-1.8143,0.039471,0.045234,,
-0.28433,-3.2677,-1.7697,-0.069571,0.051741,0.046675,,
-0.52121,-2.1821,-2.6334,1.9034,0.061151,0.045744,,
-0.4692,-0.85086,-2.2872,2.9726,0.067061,0.042247,,
-0.29118,-0.47986,-1.2931,2.2874,0.06991,0.036598,,
-0.15731,-1.35,-0.46871,0.32795,0.071349,0.029831,,
0.092451,-2.6744,-0.25011,-1.3515,0.07141,0.023329,,
0.79586,-3.531,-0.47106,-1.6054,0.069922,0.015973,,
1.933,-3.7,-0.66633,-0.8442,0.067877,0.0057237,,
2.8545,-3.4657,-0.51315,-0.48044,0.064664,-0.0066877,,
2.7097,-2.8414,-0.013685,-1.275,0.059282,-0.019753,,
1.2392,-1.429,0.60917,-2.4619,0.05197,-0.032107,,
-0.86158,0.77551,1.0877,-2.6591,0.04369,-0.043984,,
-2.4245,2.7469,1.1994,-1.5251,0.035254,-0.056062,,
-2.7136,3.0837,0.82043,-0.14405,0.027398,-0.068121,,
-1.9284,1.4755,0.020292,0.27028,0.020262,-0.080339,,
-0.90245,-0.73093,-0.84914,-0.2028,0.013661,-0.092494,,
-0.35811,-1.7558,-1.2422,-0.34741,0.0071954,-0.10463,,
-0.41477,-1.1941,-0.74512,0.58655,0.00037719,-0.1168,,
-0.68952,-0.35863,0.58022,1.8406,-0.0068186,-0.12907,,
-0.744,-0.70016,2.1295,1.9727,-0.013569,-0.14126,,
-0.41341,-2.0991,3.0989,0.56435,-0.019108,-0.15286,,
0.18448,-3.0222,3.0483,-1.2378,-0.022844,-0.16323,,
0.80876,-2.359,2.2052,-2.0097,-0.0241,-0.17251,,
1.2067,-0.74391,1.2461,-1.6272,-0.024204,-0.18229,,
1.1555,0.21883,0.70592,-1.2165,-0.024275,-0.19236,,
0.55346,-0.1166,0.49561,-1.5922,-0.023172,-0.20111,,
-0.42123,-0.70551,-0.0045669,-2.162,-0.02068,-0.20885,,
-1.2589,-0.17781,-1.3007,-1.6449,-0.016559,-0.21589,,
-1.3471,1.3658,-3.045,0.22822,-0.010645,-0.22219,,
-0.40396,2.3451,-4.1108,2.1524,-0.0037831,-0.22805,,
1.2232,1.5345,-3.9477,2.5794,0.0024455,-0.23312,,
2.701,-0.46302,-3.0506,1.4173,0.0077465,-0.2367,,
3.2619,-1.8908,-1.4698,0.071629,0.014046,-0.2373,,
2.7542,-1.8488,0.43255,-0.24751,0.020337,-0.23523,,
1.7266,-1.2046,0.99204,0.12581,0.025233,-0.23273,,
0.94191,-1.3268,-0.17422,-0.12237,0.028965,-0.22915,,
0.69962,-2.2388,-1.6215,-1.5178,0.030652,-0.22364,,
0.55337,-2.5095,-1.8922,-2.9959,0.030194,-0.21624,,
-0.28508,-1.0574,-0.6024,-3.0743,0.027132,-0.20679,,
-2.1485,1.3392,1.3486,-1.5837,0.021355,-0.19694,,
-4,2.7292,2.5987,0.090198,0.013104,-0.18663,,
-4,2.1214,2.3971,0.49732,0.0028546,-0.17496,,
-4,0.53614,1.1427,-0.33956,-0.0085321,-0.16265,,
-2.9446,-0.2728,-0.098815,-1.0662,-0.019809,-0.15053,,
-0.3074,0.11792,-0.56349,-0.61741,-0.031256,-0.13898,,
1.0721,0.42395,-0.31439,0.67716,-0.044353,-0.12901,,
0.54227,-0.61936,0.079714,1.6584,-0.058227,-0.12075,,
-1.0824,-2.5492,0.30679,1.6873,-0.071076,-0.11406,,
-2.1857,-3.5756,0.64132,1.1832,-0.081781,-0.10844,,
-1.657,-2.6294,1.51,0.85013,-0.090063,-0.10283,,
0.23808,-0.62716,2.7698,0.78258,-0.096488,-0.097264,,
2.1394,0.53316,3.5621,0.62027,-0.10095,-0.093159,,
2.7578,0.047106,3.0224,0.39573,-0.10281,-0.090495,,
1.8951,-1.045,1.2156,0.78605,-0.10171,-0.0882,,
0.45803,-1.1873,-0.67049,2.1819,-0.097689,-0.085526,,
-0.45692,-0.053789,-1.1858,3.7247,-0.090935,-0.081543,,
-0.49395,1.2803,0.17928,4.128,-0.082272,-0.075923,,
-0.12508,1.7308,2.494,3.2834,-0.072915,-0.069019,,
0.084461,1.3512,4.0755,1.624,-0.062519,-0.060908,,
0.18493,0.94882,4.0341,-0.28814,-0.048911,-0.051137,,
0.74007,0.89801,2.8216,-1.267,-0.032102,-0.039811,,
2.022,0.79379,0.92079,-1.4,-0.014571,-0.026914,,
3.4094,0.33549,-0.99951,-1.976,0.002994,-0.012505,,
3.7463,0.12105,-2.0386,-3.1996,0.021092,0.0032825,,
2.4295,1.1044,-2.2454,-4.0322,0.039172,0.019991,,
0.17163,3.2477,-1.8626,-3.6892,0.056956,0.036281,,
-1.3941,4,-1.1243,-2.2004,0.073754,0.050516,,
-1.0103,4,-0.36147,0.17637,0.089078,0.063419,,
1.1522,3.0099,-0.010247,2.0268,0.10353,0.076132,,
3.6262,0.49131,-0.37266,2.021,0.11721,0.087027,,
4,-0.89754,-1.1776,0.74981,0.12968,0.095876,,
4,-1.0785,-1.6475,-0.82523,0.14053,0.10322,,
2.134,-1.3366,-1.0635,-2.0513,0.14924,0.10869,,
-0.0088342,-2.6611,0.54766,-2.7111,0.15563,0.11056,,
-1.5398,-4,2.3207,-2.7453,0.16033,0.10752,,
-2.2588,-4,3.1847,-2.0731,0.16422,0.10144,,
-2.2697,-3.8781,2.756,-0.81068,0.16713,0.093071,,
-1.7145,-1.1433,1.6217,0.67874,0.16854,0.082191,,
-0.83,1.3081,0.75089,1.9077,0.16914,0.069035,,
-0.093771,2.2202,0.59529,2.5448,0.16937,0.053848,,
-0.04288,1.5527,0.73504,2.5131,0.1694,0.036906,,
-0.78131,0.095943,0.4238,1.9314,0.16972,0.019081,,
-1.6909,-1.368,-0.52762,1.0599,0.17048,0.001583,,
-1.7985,-2.4469,-1.4264,0.25903,0.17197,-0.014973,,
-0.60491,-2.9622,-1.3225,-0.20648,0.17416,-0.031198,,
1.3745,-2.7509,-0.0095328,-0.43516,0.17701,-0.046688,,
2.9399,-1.7737,1.6093,-0.89416,0.18044,-0.06041,,
3.1833,-0.29701,2.2038,-1.9248,0.18451,-0.071814,,
2.2369,1.1856,1.2096,-3.1623,0.1894,-0.080348,,
1.0845,2.234,-0.60317,-3.62,0.19507,-0.086109,,
0.60931,2.6362,-1.8006,-2.6067,0.20126,-0.089846,,
0.78835,2.3788,-1.56,-0.62737,0.20758,-0.092613,,
0.82012,1.6083,-0.36062,0.77785,0.21296,-0.093636,,
0.059829,0.66527,0.57677,0.34395,0.2158,-0.091491,,
-1.1786,-0.012503,0.48319,-1.5801,0.21665,-0.086377,,
-1.8048,-0.25187,-0.27986,-3.1952,0.21719,-0.079134,,
-1.0117,-0.43113,-0.71749,-2.925,0.21618,-0.07241,,
0.80568,-1.1852,-0.37201,-0.88022,0.21258,-0.06782,,
2.2326,-2.6134,0.13304,1.2808,0.20644,-0.063597,,
2.0476,-3.8406,-0.26917,1.8841,0.19727,-0.059387,,
0.35478,-3.6592,-1.8583,0.72179,0.18545,-0.056156,,
-1.469,-1.8277,-3.564,-0.96617,0.17127,-0.053927,,
-2.0093,0.34732,-4.1222,-1.9042,0.15488,-0.053109,,
-1.072,1.0065,-3.5788,-1.918,0.13548,-0.054163,,
0.23787,-0.48216,-2.3418,-1.762,0.11327,-0.057134,,
0.66669,-2.7637,-0.48315,-2.031,0.089529,-0.062003,,
0.025634,-3.672,0.997,-2.4715,0.064544,-0.068565,,
-0.74628,-2.2668,1.4452,-2.3713,0.038693,-0.076782,,
-0.69424,0.29568,1.4436,-1.447,0.012645,-0.086544,,
0.049671,1.9153,1.3201,-0.2063,-0.013184,-0.097687,,
0.34117,1.5118,0.97843,0.56511,-0.038618,-0.11003,,
-0.78453,-0.17126,0.26969,0.53938,-0.064097,-0.12326,,
-3.0264,-1.5777,-0.56755,0.047829,-0.089033,-0.13707,,
-4,-1.9299,-1.0341,-0.36477,-0.11276,-0.15127,,
-4,-1.7316,-0.91584,-0.428,-0.1353,-0.16564,,
-3.7285,-1.8595,-0.51376,-0.18951,-0.15647,-0.17999,,
-1.4964,-2.4415,-0.33134,0.2363,-0.17618,-0.19414,,
0.26305,-2.7694,-0.50729,0.77859,-0.19433,-0.20785,,
1.1092,-2.1997,-0.66605,1.2762,-0.21083,-0.22075,,
1.3683,-0.9238,-0.35406,1.3976,-0.22574,-0.23236,,
1.4442,0.22342,0.38589,0.86702,-0.23906,-0.24173,,
1.3201,0.59807,0.97061,-0.19524,-0.25085,-0.24848,,
0.75989,0.26944,0.826,-1.2479,-0.26105,-0.25319,,
-0.1637,-0.22846,-0.015179,-1.7336,-0.26928,-0.25648,,
-0.94331,-0.47785,-0.90873,-1.5395,-0.27495,-0.25881,,
-1.1072,-0.41725,-1.1889,-1.0173,-0.27809,-0.25999,,
-0.73346,-0.13213,-0.74974,-0.60708,-0.28006,-0.2591,,
-0.3768,0.35765,-0.045865,-0.4985,-0.28163,-0.25604,,
-0.45438,0.99224,0.42443,-0.65261,-0.282,-0.25138,,
-0.77366,1.4671,0.56474,-1.0644,-0.28061,-0.24562,,
-0.75097,1.3431,0.64188,-1.8115,-0.27767,-0.2393,,
-0.10058,0.46928,0.85369,-2.7709,-0.27362,-0.2329,,
0.7641,-0.75372,1.0697,-3.3783,-0.26871,-0.22663,,
1.0816,-1.6389,1.0543,-2.9135,-0.26311,-0.22081,,
0.49976,-1.784,0.85232,-1.1947,-0.25664,-0.21575,,
-0.54858,-1.3626,0.8289,0.98274,-0.24877,-0.21164,,
-1.243,-0.85866,1.2253,2.2214,-0.23937,-0.2085,,
-1.1287,-0.59102,1.739,1.5977,-0.22874,-0.20628,,
-0.46137,-0.56641,1.6931,-0.49977,-0.21713,-0.20494,,
0.15784,-0.74579,0.74299,-2.6418,-0.20442,-0.20444,,
0.41138,-1.2709,-0.60237,-3.4835,-0.19016,-0.20486,,
0.47902,-2.2533,-1.2895,-2.7526,-0.1743,-0.20647,,
0.67227,-3.3376,-0.68299,-1.2265,-0.15751,-0.20918,,
0.98333,-3.6691,0.76366,0.10767,-0.14097,-0.21272,,
1.1062,-2.5499,1.863,0.79396,-0.12477,-0.21693,,
0.89431,-0.25683,1.7482,0.98456,-0.10691,-0.22161,,
0.66034,1.8711,0.62665,0.9038,-0.086594,-0.2266,,
0.8741,2.364,-0.5552,0.49127,-0.065103,-0.23178,,
1.5365,0.83638,-1.1371,-0.32618,-0.044228,-0.23701,,
1.9822,-1.6394,-1.3331,-1.1821,-0.024387,-0.24218,,
1.4748,-3.3906,-1.789,-1.3578,-0.0050179,-0.24729,,
0.062145,-3.4603,-2.6302,-0.48864,0.013229,-0.25235,,
-1.2551,-2.1935,-3.1578,0.87836,0.030084,-0.25713,,
-1.36,-0.66327,-2.5792,1.5854,0.044904,-0.26143,,
-0.10662,0.35513,-0.99484,0.88413,0.057447,-0.26461,,
1.4619,0.81957,0.49196,-0.8055,0.068107,-0.26588,,
2.0508,0.99676,0.76227,-2.2383,0.076938,-0.2656,,
1.2937,0.88032,-0.17297,-2.4386,0.083308,-0.26542,,
-0.0224,0.23131,-1.0973,-1.4618,0.087003,-0.26568,,
-0.88503,-0.84289,-0.7487,-0.13758,0.087644,-0.26513,,
-1.1093,-1.6088,0.97161,0.75328,0.084852,-0.26316,,
-1.3698,-1.2696,2.8885,0.96725,0.078774,-0.26026,,
-2.2161,0.12763,3.5728,0.62102,0.070079,-0.25606,,
-3.2302,1.4915,2.5214,-0.21602,0.060587,-0.24988,,
-3.3503,1.5802,0.44692,-1.4772,0.051663,-0.24222,,
-2.0674,0.17076,-1.4279,-2.7066,0.041836,-0.23463,,
-0.1682,-1.6954,-2.2772,-3.0602,0.030414,-0.22785,,
0.88225,-2.6576,-2.0565,-1.9868,0.018781,-0.22156,,
0.36427,-2.2034,-1.2532,0.048436,0.0054563,-0.2151,,
-0.93144,-0.92001,-0.45095,1.6812,-0.0084919,-0.2081,,
-1.4212,0.25889,-0.067159,1.7189,-0.020393,-0.20127,,
-0.23583,0.85892,-0.24743,0.20561,-0.031229,-0.19461,,
1.9576,0.90804,-0.8543,-1.648,-0.041708,-0.18837,,
3.5644,0.44838,-1.5464,-2.5939,-0.051642,-0.18306,,
3.4359,-0.63271,-1.978,-2.3269,-0.061756,-0.17902,,
1.7136,-2.1607,-1.9924,-1.4472,-0.071971,-0.17635,,
-0.47863,-3.3068,-1.631,-0.65247,-0.082524,-0.17488,,
-1.9951,-3.0543,-0.98595,-0.18046,-0.093494,-0.17468,,
-2.3677,-1.2345,-0.10378,0.065267,-0.10475,-0.17564,,
-1.8309,1.0155,0.87575,0.11901,-0.11618,-0.1776,,
-0.94397,2.0681,1.5454,-0.066118,-0.12731,-0.18058,,
-0.24566,1.2132,1.3791,-0.28215,-0.13714,-0.18445,,
-0.076133,-0.7512,0.20226,-0.038855,-0.14489,-0.18914,,
-0.48372,-2.3308,-1.4842,0.90713,-0.15111,-0.19457,,
-1.2111,-2.6612,-2.7642,2.0756,-0.1567,-0.20052,,
-1.8515,-2.0129,-3.0311,2.5833,-0.16211,-0.20661,,
-2.1188,-1.162,-2.4351,2.0648,-0.16751,-0.21175,,
-1.984,-0.54448,-1.6017,1.1257,-0.17148,-0.21438,,
-1.5399,-0.12834,-0.98088,0.69183,-0.17321,-0.21488,,
-0.80363,0.12586,-0.52351,0.92885,-0.17382,-0.21482,,
0.22363,0.05917,-0.016237,1.0568,-0.17351,-0.21308,,
1.2744,-0.31177,0.42873,0.36649,-0.17251,-0.20881,,
1.7407,-0.47724,0.42096,-0.74428,-0.1711,-0.20195,,
1.0952,0.15664,-0.1345,-1.041,-0.16945,-0.1921,,
-0.5253,1.4773,-0.70935,0.12397,-0.16816,-0.18022,,
-2.2498,2.5417,-0.60586,1.8925,-0.16758,-0.16752,,
-3.1291,2.4885,0.24052,2.6513,-0.16766,-0.15412,,
-2.9108,1.5202,1.074,1.7118,-0.16819,-0.13812,,
-2.1277,0.723,1.0844,0.047261,-0.1692,-0.11891,,
-1.4318,0.81024,0.33601,-0.81773,-0.17064,-0.097817,,
-0.95754,1.2574,-0.23462,-0.46729,-0.17226,-0.076917,,
-0.42591,0.95431,0.16631,0.11731,-0.17352,-0.057106,,
0.22592,-0.31304,1.2529,-0.077919,-0.17392,-0.038173,,
0.57172,-1.3643,1.8536,-0.77398,-0.17337,-0.020202,,
0.20437,-0.86657,1.0852,-0.76474,-0.17166,-0.0024551,,
-0.59474,1.0327,-0.74854,0.4547,-0.16869,0.014032,,
-0.95823,2.6456,-2.4386,1.8086,-0.16441,0.028498,,
-0.34553,2.4722,-2.9786,1.6923,-0.15828,0.041829,,
0.75985,0.8028,-2.3204,-0.17653,-0.15126,0.055166,,
1.2773,-0.65997,-1.1006,-2.2886,-0.14483,0.068396,,
0.71327,-0.73198,0.082795,-2.9165,-0.13803,0.07978,,
-0.22412,0.023181,1.0109,-1.9546,-0.12893,0.088646,,
-0.35137,0.18617,1.6252,-0.9235,-0.11935,0.094525,,
0.66385,-0.63351,1.7393,-1.1935,-0.11004,0.097493,,
1.845,-1.2564,1.1823,-2.476,-0.10101,0.099745,,
1.8568,-0.44409,0.12808,-3.2271,-0.092836,0.10111,,
0.3525,1.3647,-0.92428,-2.4867,-0.084974,0.099956,,
-1.6995,2.2848,-1.6003,-0.9273,-0.078356,0.09623,,
-2.9688,1.0546,-1.9553,0.0014388,-0.073871,0.090215,,
-2.9035,-1.44,-2.2244,-0.31853,-0.071735,0.081996,,
-1.924,-3.0284,-2.3768,-1.1233,-0.071285,0.07146,,
-0.72151,-2.5875,-2.1419,-1.3285,-0.072127,0.058774,,
0.36696,-1.1886,-1.5241,-0.77665,-0.074325,0.043854,,
1.2786,-0.77424,-1.0669,-0.15675,-0.07795,0.026913,,
1.8215,-1.9284,-1.3188,0.073034,-0.082895,0.0082316,,
1.6675,-3.3019,-1.9991,0.27686,-0.089171,-0.011842,,
0.77882,-3.2603,-1.9997,1.0126,-0.096673,-0.033024,,
-0.38474,-1.7546,-0.52201,2.0733,-0.10543,-0.054991,,
-1.2648,-0.27463,1.7957,2.5752,-0.11535,-0.077269,,
-1.7426,-0.086079,3.1639,2.05,-0.12616,-0.098953,,
-2.103,-0.90619,2.3402,1.1259,-0.13706,-0.11826,,
-2.4694,-1.4758,0.054609,0.8323,-0.14645,-0.13447,,
-2.5192,-1.1364,-1.5291,1.3172,-0.15336,-0.14916,,
-1.963,-0.43011,-0.89736,1.638,-0.15993,-0.16206,,
-1.1846,-0.13374,1.318,0.97648,-0.16786,-0.1715,,
-1.0399,-0.13513,3.0098,-0.18835,-0.17592,-0.17734,,
-1.8097,0.34497,2.6988,-0.5025,-0.18205,-0.17912,,
-2.5414,1.5308,0.88709,0.59244,-0.18413,-0.17694,,
-1.8391,2.5658,-0.69247,1.9491,-0.18263,-0.17101,,
0.50818,2.4807,-1.001,1.8323,-0.17955,-0.16134,,
2.8987,1.4622,-0.57805,-0.071305,-0.17699,-0.14772,,
3.2829,0.7301,-0.58138,-2.0765,-0.17449,-0.13036,,
1.2874,1.0594,-1.2546,-2.1683,-0.17041,-0.11039,,
-1.1991,1.7735,-1.6632,-0.14936,-0.16468,-0.089064,,
-1.7856,1.5683,-0.91195,2.1747,-0.15827,-0.067962,,
0.053539,0.24801,0.65375,2.9198,-0.15181,-0.046593,,
2.4941,-0.81623,1.6956,2.0445,-0.14599,-0.022479,,
3.2654,-0.24865,1.2793,1.1638,-0.14069,0.0034112,,
1.8879,1.5188,-0.18405,1.4659,-0.13563,0.028162,,
-0.098881,2.4584,-1.4801,2.3035,-0.13141,0.051657,,
-0.98795,1.162,-1.8986,2.0447,-0.12858,0.074373,,
-0.66248,-1.4145,-1.7835,0.14645,-0.12734,0.096045,,
-0.36717,-2.7837,-1.84,-1.9966,-0.12725,0.11692,,
-0.96903,-1.5372,-2.1877,-2.4852,-0.12842,0.13673,,
-1.854,1.157,-2.3386,-1.0035,-0.13088,0.15497,,
-1.7195,2.8593,-1.9903,0.81831,-0.13458,0.17046,,
-0.23708,2.4801,-1.5561,1.1173,-0.13948,0.1821,,
1.4196,1.2606,-1.6576,-0.30571,-0.14547,0.19165,,
1.7851,1.0793,-2.1895,-1.8993,-0.15236,0.20048,,
0.62421,2.1403,-2.1728,-2.1509,-0.15987,0.20639,,
-0.94925,2.7546,-0.73452,-1.1115,-0.16792,0.20799,,
-1.7736,1.4384,1.7684,-0.038407,-0.17635,0.20568,,
-1.7812,-1.1632,3.7823,0.15368,-0.18483,0.20011,,
-1.7435,-2.8071,4.0626,-0.18004,-0.19189,0.19106,,
-2.1195,-2.068,2.7769,-0.083759,-0.19614,0.17856,,
-2.5072,0.096515,0.72954,0.64684,-0.1984,0.16286,,
-2.3153,1.3776,-0.86124,1.1379,-0.1996,0.14412,,
-1.6986,0.55417,-1.0028,0.51105,-0.19871,0.12306,,
-1.4766,-1.3589,-0.19067,-0.96066,-0.196,0.1007,,
-2.0586,-2.3947,0.62369,-1.9824,-0.1923,0.078127,,
-2.6962,-1.7655,0.81056,-1.5576,-0.18649,0.054883,,
-2.088,-0.46999,0.38253,-0.027323,-0.17693,0.030076,,
0.20442,0.10108,-0.13281,1.2734,-0.16396,0.004617,,
3.0658,-0.22761,-0.14347,1.2889,-0.14886,-0.019632,,
4,-0.44026,0.63881,0.16234,-0.13241,-0.041097,,
4,0.20981,1.851,-1.071,-0.11484,-0.059622,,
1.8775,1.1577,2.5595,-1.5427,-0.095851,-0.076347,,
-0.25693,1.1574,1.8358,-1.1925,-0.075568,-0.092327,,
-1.1369,-0.18647,-0.37931,-0.54869,-0.054095,-0.10743,,
-0.70611,-1.8046,-2.9037,-0.1014,-0.031806,-0.12043,,
0.22519,-2.1969,-4.0327,0.0079493,-0.0092528,-0.13089,,
0.78866,-0.97332,-3.0119,-0.11961,0.011883,-0.13943,,
0.63784,0.76261,-0.68417,-0.33461,0.029937,-0.14642,,
0.034337,1.529,1.3539,-0.46889,0.046493,-0.15229,,
-0.39526,0.83843,1.7474,-0.32929,0.062639,-0.15742,,
-0.060061,-0.53652,0.48455,0.11244,0.07646,-0.16201,,
1.1251,-1.4745,-0.94384,0.52918,0.088651,-0.16621,,
2.4538,-1.5024,-1.1795,0.40073,0.098844,-0.16997,,
2.7263,-0.94846,-0.11543,-0.45827,0.10476,-0.17317,,
1.1768,-0.37681,1.1615,-1.5387,0.10586,-0.17581,,
-1.6534,-0.08075,1.4887,-1.9763,0.1041,-0.17864,,
-4,-0.063495,0.64379,-1.3742,0.10078,-0.18208,,
-4,-0.24392,-0.60704,-0.27124,0.096503,-0.18556,,
-2.2604,-0.49522,-1.2923,0.28324,0.091081,-0.18888,,
0.46722,-0.57065,-1.0452,-0.30233,0.082859,-0.19206,,
1.8929,-0.24109,-0.24853,-1.6003,0.071781,-0.19462,,
1.2562,0.36379,0.41063,-2.621,0.058727,-0.19627,,
-0.42596,0.67119,0.48563,-2.7822,0.045259,-0.19783,,
-1.421,0.14506,0.011733,-2.3379,0.031804,-0.20062,,
-0.86901,-1.0616,-0.59515,-1.9052,0.017854,-0.20366,,
0.58241,-2.053,-0.86285,-1.7042,0.003453,-0.20605,,
1.5539,-1.9682,-0.56902,-1.3854,-0.011595,-0.20849,,
1.237,-0.87251,0.10584,-0.62439,-0.027173,-0.2108,,
-0.0047317,0.20483,0.70369,0.27087,-0.043172,-0.21321,,
-1.1303,0.21598,0.84576,0.51469,-0.059412,-0.21578,,
-1.3722,-0.9129,0.55641,-0.32906,-0.075528,-0.21846,,
-0.75899,-2.2642,0.20183,-1.748,-0.090907,-0.22126,,
0.087795,-2.8776,0.053801,-2.6361,-0.10489,-0.22424,,
0.52304,-2.6336,-0.068091,-2.2772,-0.11774,-0.22753,,
0.30539,-2.1592,-0.61695,-0.95782,-0.12973,-0.23121,,
-0.32998,-1.962,-1.6843,0.33588,-0.14039,-0.23521,,
-0.88008,-1.843,-2.6332,0.79675,-0.14989,-0.23935,,
-0.91068,-1.2614,-2.5628,0.42347,-0.15876,-0.24354,,
-0.35866,-0.1837,-1.2783,-0.1235,-0.1666,-0.24775,,
0.39851,0.63529,0.24384,-0.16563,-0.17264,-0.25199,,
0.8276,0.35012,0.56154,0.52188,-0.17725,-0.2562,,
0.70235,-1.0245,-0.85232,1.7127,-0.18089,-0.26041,,
0.30439,-2.4679,-2.9186,2.964,-0.1836,-0.2645,,
0.089629,-2.8271,-3.8504,3.8064,-0.18597,-0.26799,,
0.11602,-1.8428,-2.839,3.884,-0.18829,-0.26956,,
-0.10324,-0.32173,-0.79252,3.0623,-0.19091,-0.26797,,
-1.0298,0.65137,0.55409,1.434,-0.19387,-0.26453,,
-2.3635,0.63322,0.30055,-0.51583,-0.19708,-0.26018,,
-3.0525,0.041966,-0.75329,-2.0792,-0.20049,-0.25344,,
-2.271,-0.35842,-1.059,-2.8436,-0.20423,-0.24462,,
